id,created_at,updated_at,deleted_at,category,spare_parts_unit,title,vendor_code,description,short_description,price,image_original,image_128,image_432,can_to_view
183817,,,,1,1,Башмак балансира с аллюминевой втулкой,5511-2918068,0,0,4800,0,0,0,true
183818,,,,1,1,Башмак балансира с бронзовой втулкой,5511-2918068,0,0,6100,0,0,0,true
183819,,,,1,1,Башмак балансира с фторопластовой втулкой,5511-2918068,0,0,5150,0,0,0,true
183820,,,,1,1,Вал карданный рулевой,5320-3422010,Вал карданный рулевой КАМАЗ 5320,Вал карданный рулевой КАМАЗ 5320,1550,original/запчасть-на-фотосессии.jpg,128/128__запчасть-на-фотосессии.jpg,432/432__запчасть-на-фотосессии.jpg,true
183821,,,,1,1,Вал карданный рулевой,4310-3422010,Вал карданный рулевой КАМАЗ 4310,Вал карданный рулевой КАМАЗ 4310,1900,original/запчасть-на-фотосессии.jpg,128/128__запчасть-на-фотосессии.jpg,432/432__запчасть-на-фотосессии.jpg,true
183822,,,,1,3,Гидромуфта c/c,740-1318010,"Гидромуфта привода КАМАЗ Артикул: 740-1318010 Альтернативные описания: Применяется для двигателя и системы охлаждения двигателя в моделях КАМАЗ-4310, КАМАЗ-4326, КАМАЗ-5315, КАМАЗ-5320, КАМАЗ-53212, КАМАЗ-5410, КАМАЗ-54112, КАМАЗ-5511, КАМАЗ-55102Ширина, м - 0.43 Высота, м - 0.26 Длина, м - 0.276 Вес, кг – 19.6","Гидромуфта привода КАМАЗ Артикул: 740-1318010 Альтернативные описания: Применяется для двигателя и системы охлаждения двигателя в моделях КАМАЗ-4310, КАМАЗ-4326, КАМАЗ-5315, КАМАЗ-5320, КАМАЗ-53212, КАМАЗ-5410, КАМАЗ-54112, КАМАЗ-5511, КАМАЗ-55102Ширина, м - 0.43 Высота, м - 0.26 Длина, м - 0.276 Вес, кг – 19.6",4400,original/IMG_20200324_112329-scaled.jpg,128/128__IMG_20200324_112329-scaled.jpg,432/432__IMG_20200324_112329-scaled.jpg,true
183823,,,,1,3,Гидромуфта с консервации,740-1318010,"Гидромуфта привода КАМАЗ Артикул: 740-1318010 Альтернативные описания: Применяется для двигателя и системы охлаждения двигателя в моделях КАМАЗ-4310, КАМАЗ-4326, КАМАЗ-5315, КАМАЗ-5320, КАМАЗ-53212, КАМАЗ-5410, КАМАЗ-54112, КАМАЗ-5511, КАМАЗ-55102Ширина, м - 0.43 Высота, м - 0.26 Длина, м - 0.276 Вес, кг – 19.6","Гидромуфта привода КАМАЗ Артикул: 740-1318010 Альтернативные описания: Применяется для двигателя и системы охлаждения двигателя в моделях КАМАЗ-4310, КАМАЗ-4326, КАМАЗ-5315, КАМАЗ-5320, КАМАЗ-53212, КАМАЗ-5410, КАМАЗ-54112, КАМАЗ-5511, КАМАЗ-55102Ширина, м - 0.43 Высота, м - 0.26 Длина, м - 0.276 Вес, кг – 19.6",5100,original/IMG_20200324_112329-scaled.jpg,128/128__IMG_20200324_112329-scaled.jpg,432/432__IMG_20200324_112329-scaled.jpg,true
183824,,,,1,3,Головка блока с/с,740-1003010-20,0,0,3600,0,0,0,true
183825,,,,1,3,Головка блока Евро с/с,7430-1003010,0,0,6000,0,0,0,true
183826,,,,1,2,ГУР c/c,4310-3400020,Гидроусилитель руля (ГУР) КамАЗ 4310Артикул: 4310-3400020,Гидроусилитель руля (ГУР) КамАЗ 4310Артикул: 4310-3400020-01,16800,original/GUR-4310-1.jpg,128/128__GUR-4310-1.jpg,432/432__GUR-4310-1.jpg,true
183827,,,,1,2,ГУР СЕВЕР c/c                           ,4310-3400020,Гидроусилитель руля (ГУР) КамАЗ 4310Артикул: 4310-3400020,Гидроусилитель руля (ГУР) КамАЗ 4310Артикул: 4310-3400020-01,17400,original/GUR-4310-1.jpg,128/128__GUR-4310-1.jpg,432/432__GUR-4310-1.jpg,true
183828,,,,1,2,ГУР с/с г.Борисов,4310-3400020-01,"сновные отличия рулевого механизма 4310-3400020-03 от рулевого механизма 4310-3400020-01, снятого с производства:Габаритные и присоединительные размеры, а также технические характеристики рулевого механизма 4310-3400020-03 полностью аналогичны рулевому механизму 4310-3400020-01.Главной отличительной особенностью рулевого механизма 4310-3400020-03 является наличие встроенного концевого выключателя, который служит для уменьшения нагрузок в механизме и повышения его долговечности при максимальных углах поворота рулевого колеса. Конструктивно концевой выключатель осуществляет перепуск рабочей жидкости из полости нагнетания рулевого механизма в полость слива при перемещении поршень-рейки в крайнее правое положения (то есть в механизме пропадает усиление в крайнем правом положении. Угол поворота вала сошки, на котором происходит выключение усиления в состоянии поставки составляет 32°). При этом исключается деформация продольной тяги, крепления кронштейна рулевого механизма и другие вредные явления.","сновные отличия рулевого механизма 4310-3400020-03 от рулевого механизма 4310-3400020-01, снятого с производства:Габаритные и присоединительные размеры, а также технические характеристики рулевого механизма 4310-3400020-03 полностью аналогичны рулевому механизму 4310-3400020-01.Главной отличительной особенностью рулевого механизма 4310-3400020-03 является наличие встроенного концевого выключателя, который служит для уменьшения нагрузок в механизме и повышения его долговечности при максимальных углах поворота рулевого колеса. Конструктивно концевой выключатель осуществляет перепуск рабочей жидкости из полости нагнетания рулевого механизма в полость слива при перемещении поршень-рейки в крайнее правое положения (то есть в механизме пропадает усиление в крайнем правом положении. Угол поворота вала сошки, на котором происходит выключение усиления в состоянии поставки составляет 32°). При этом исключается деформация продольной тяги, крепления кронштейна рулевого механизма и другие вредные явления.",23500,original/IMG_20200305_075721-scaled.jpg,128/128__IMG_20200305_075721-scaled.jpg,432/432__IMG_20200305_075721-scaled.jpg,true
183829,,,,1,2,ГУР н/о с/с г.Борисов,4310-3400020-03,"4310-3400020-03 механизм рулевой с ГУР КАМАЗ.КАМАЗ-4308, -4310, -43101, -43114, -43118, -4350 (4×4), -5350 (6×6), -6350 (8×8), -5315, -4326, -43261 (Евро-1, -2), -43501 (4×4), -53501 (6×6), -53504 (6×6), -6450 (8×8), -63501 (8×8), -53228, -65111, -65115, -65116.","4310-3400020-03 механизм рулевой с ГУР КАМАЗ.КАМАЗ-4308, -4310, -43101, -43114, -43118, -4350 (4×4), -5350 (6×6), -6350 (8×8), -5315, -4326, -43261 (Евро-1, -2), -43501 (4×4), -53501 (6×6), -53504 (6×6), -6450 (8×8), -63501 (8×8), -53228, -65111, -65115, -65116.",31200,original/IMG_20200305_075734-scaled.jpg,128/128__IMG_20200305_075734-scaled.jpg,432/432__IMG_20200305_075734-scaled.jpg,true
183830,,,,1,2,ГУР с/с,5320-3400020,"Гидроусилитель руля 5320 (ГУР)Артикул: 5320-3400020Также в наличие другие варианты ГУРа, в нашем магазине ""Дешевле Тут""",Гидроусилитель руля 5320 (ГУР)Артикул: 5320-3400020,6000,original/GUR-5320-szadi.jpg,128/128__GUR-5320-szadi.jpg,432/432__GUR-5320-szadi.jpg,true
183831,,,,1,2,ГУР н/о c консервации,53212-3400020,"Механизм рулевой с ГУР Камаз-5320, 53212","Механизм рулевой с ГУР Камаз-5320, 53212",6800,original/запчасть-на-фотосессии.jpg,128/128__запчасть-на-фотосессии.jpg,432/432__запчасть-на-фотосессии.jpg,true
183832,,,,1,2,ГУР-6540 (колесная формула 8х4)     ,6540-3400020-01,"КАМАЗ-6540 (колесная формула 8х4) 6540 механизм полная копия 4310. Единственное различие - это то, что в 6540 есть два резьбовых отверстия (одно в картере, второе в крышке). Их необходимо заглушить, если механизм будет ставиться вместо 4310. Эти два отверстия предназначены для крепления к нему шлангов, которые подсоединены ко второму ведущему мосту, для авто с большей грузоподъемностью.","КАМАЗ-6540 (колесная формула 8х4) 6540 механизм полная копия 4310. Единственное различие - это то, что в 6540 есть два резьбовых отверстия (одно в картере, второе в крышке). Их необходимо заглушить, если механизм будет ставиться вместо 4310. Эти два отверстия предназначены для крепления к нему шлангов, которые подсоединены ко второму ведущему мосту, для авто с большей грузоподъемностью.",28300,original/e0a9b48d-4304-446f-b22d-9d7ca409d0d7.jpg,128/128__e0a9b48d-4304-446f-b22d-9d7ca409d0d7.jpg,432/432__e0a9b48d-4304-446f-b22d-9d7ca409d0d7.jpg,true
183833,,,,2,2,ГУР МАЗ старого образца,64229-3400010-30,"Механизм рулевого управления с распределителем 64229-3400010-30 выполнен по полуинтегральному типу. Предназначен для установки в систему рулевого управления совместно с гаммой гидроцилиндров на грузовые автомобили МАЗ-64221, 64226.","Механизм рулевого управления с распределителем 64229-3400010-30 выполнен по полуинтегральному типу. Предназначен для установки в систему рулевого управления совместно с гаммой гидроцилиндров на грузовые автомобили МАЗ-64221, 64226.",5900,0,0,0,true
183834,,,,2,2,ГУР МАЗ н/о с трубкой,64229-3400010-01,"Механизм рулевого управления с распределителем 64229-3400010-01 выполнен по полуинтегральному типу.Применение:Предназначен для установки в систему рулевого управления совместно с гаммой гидроцилиндров на грузовые автомобили МАЗ-64221, 64226.Характеристики:Нагрузка на управляемую ось в зависимости от модификации силового цилиндра, кг. - 3500...9000Направление винтовой канавки шарико-винтовой передачи - левоеМаксимально допускаемое эксплуатационное давление рабочей жидкости на входе в корпус распределителя, МПа - 10Эксплуатационная подача рабочей жидкости на входе в корпус распределителя, дм³/мин. - 18...22Максимально допустимый крутящий момент на выходном валу, Н·м - 2945Передаточное отношение механизма - 24:1Полный угол поворота выходного вала, градус - 96Гидравлический люфт, не более, градус - 6Масса, не более, кг - 30,5","Механизм рулевого управления с распределителем 64229-3400010-01 выполнен по полуинтегральному типу.Применение:Предназначен для установки в систему рулевого управления совместно с гаммой гидроцилиндров на грузовые автомобили МАЗ-64221, 64226.Характеристики:Нагрузка на управляемую ось в зависимости от модификации силового цилиндра, кг. - 3500...9000Направление винтовой канавки шарико-винтовой передачи - левоеМаксимально допускаемое эксплуатационное давление рабочей жидкости на входе в корпус распределителя, МПа - 10Эксплуатационная подача рабочей жидкости на входе в корпус распределителя, дм³/мин. - 18...22Максимально допустимый крутящий момент на выходном валу, Н·м - 2945Передаточное отношение механизма - 24:1Полный угол поворота выходного вала, градус - 96Гидравлический люфт, не более, градус - 6Масса, не более, кг - 30,5",6500,original/IMG_20190514_101136-scaled.jpg,128/128__IMG_20190514_101136-scaled.jpg,432/432__IMG_20190514_101136-scaled.jpg,true
183835,,,,2,2,ГУР МАЗ н/о (перевертыш),64221-3400010-10,"Описание: Механизм рулевого управления с распределителем 64221-3400010 выполнен по полуинтегральному типу с клапаном ограничения давления Применяемость: МАЗ-544020. МАЗ-643068. МАЗ-544008. МАЗ-643008, МАЗ-МАН, МАЗ-6430, МАЗ-5440 и их модификации","Описание: Механизм рулевого управления с распределителем 64221-3400010 выполнен по полуинтегральному типу с клапаном ограничения давления Применяемость: МАЗ-544020. МАЗ-643068. МАЗ-544008. МАЗ-643008, МАЗ-МАН, МАЗ-6430, МАЗ-5440 и их модификации",10650,original/IMG_0552-22-06-20-09-07.jpg,128/128__IMG_0552-22-06-20-09-07.jpg,432/432__IMG_0552-22-06-20-09-07.jpg,true
183836,,,,4,2,ГУР Урал н/о,64229-3400010-50,"Механизм рулевого управления с распределителем 64229-3400010-50 выполнен по полуинтегральному типу.Применение:Предназначен для установки в систему рулевого управления совместно с гаммой гидроцилиндров на грузовые автомобили УРАЛ-4320, 5557.Характеристики:Нагрузка на управляемую ось в зависимости от модификации силового цилиндра, кг - 3500...9000Направление винтовой канавки шарико-винтовой передачи - левоеМаксимально допускаемое эксплуатационное давление рабочей жидкости на входе в корпус распределителя, МПа - 10Эксплуатационная подача рабочей жидкости на входе в корпус распределителя, дм³/мин. - 18...22Максимально допустимый крутящий момент на выходном валу, Нм - 2945Передаточное отношение механизма - 24:1Полный угол поворота выходного вала, градус - 96Гидравлический люфт, не более, градус - 6Масса, не более, кг - 30,5","Механизм рулевого управления с распределителем 64229-3400010-50 выполнен по полуинтегральному типу.Применение:Предназначен для установки в систему рулевого управления совместно с гаммой гидроцилиндров на грузовые автомобили УРАЛ-4320, 5557.Характеристики:Нагрузка на управляемую ось в зависимости от модификации силового цилиндра, кг - 3500...9000Направление винтовой канавки шарико-винтовой передачи - левоеМаксимально допускаемое эксплуатационное давление рабочей жидкости на входе в корпус распределителя, МПа - 10Эксплуатационная подача рабочей жидкости на входе в корпус распределителя, дм³/мин. - 18...22Максимально допустимый крутящий момент на выходном валу, Нм - 2945Передаточное отношение механизма - 24:1Полный угол поворота выходного вала, градус - 96Гидравлический люфт, не более, градус - 6Масса, не более, кг - 30,5",7700,original/IMG_20190913_130658-scaled.jpg,128/128__IMG_20190913_130658-scaled.jpg,432/432__IMG_20190913_130658-scaled.jpg,true
184098,,,,1,0,Амортизатор кабины задний (гаситель колебаний) на 5490 / Германия,9408903919 / СВ0097,0,0,4337.28,0,0,0,true
183837,,,,3,2,ГУР ЗИЛ,130-3400020,"Гидроусилитель руля (ГУР) 130Артикул:130-3400020ГУР ЗИЛ (Бычок), может встречаться под каталожными номерами 130-3400020, 130-3405010, 4331-3400020, 4331-3400020-02.Гидроусилитель руля ЗиЛ 130 (ГУР ЗиЛ-130) — устройство стало применяться предприятиями промышленности СССР. Традиционно для конструкционного узла подобного типа, ГУР устанавливается в систему управления с целью снижения усилий, прилагаемых водителем в процессе управления транспортом, обеспечения более высокой маневренности и безопасности при движении, разгрузки колеса (рулевого) от ударов, которые спровоцированы неровным дорожным покрытием. Если даже ГУР ЗиЛ 130 откажет во время движения, рулевое управление все равно будет работать, управление рулевым колесом станет чуть более тяжелым. Также вы можете посмотреть другие запчасти на ЗИЛ, УРАЛ, МАЗ,КамАЗ.Устанавливаемый в систему управления гидроусилитель руля ЗИЛ 130 помогает решить сразу несколько задач. Во-первых, благодаря ему снижаются усилия, прилагаемые водителем во время езды. Во-вторых, этот узел, обозначаемый как 130-3400020, избавляет руль от ударов, вызванных низким качеством дорожного полотна. Наконец, гидроусилитель руля зил 130 способствует повышению маневренности транспортного средства и увеличению безопасности. Владельцам зил 130 ремонт гидроусилителя руля мы предлагаем по максимально доступным ценам. Восстановительные работы — не единственное направление, по которому мы работаем: возможны поставки под заказ совершенно новых комплектующих для техники любых видов.","Артикулы4331-3400020-02*, 4331-3400020-02Ширина, м:0.3Высота, м:0.3Длина, м:0.5Вес, кг:29.6",7100,original/GUR-ZIL.jpg,128/128__GUR-ZIL.jpg,432/432__GUR-ZIL.jpg,true
183838,,,,3,2,ГУР ЗИЛ (бычок)                             ,5301-3400020,"Гидравлический усилитель руля (ГУР) ЗИЛ-5301 Артикул: 5301-3400020-10 Альтернативные описания: Механизм рулевой ЗИЛ-5301Применяется для механизмов управления и управления рулевого в моделях ЗИЛШирина, м - 0.35 Высота, м - 0.3 Длина, м - 0.5 Вес, кг – 29","Гидравлический усилитель руля (ГУР) ЗИЛ-5301 Артикул: 5301-3400020-10 Альтернативные описания: Механизм рулевой ЗИЛ-5301Применяется для механизмов управления и управления рулевого в моделях ЗИЛШирина, м - 0.35 Высота, м - 0.3 Длина, м - 0.5 Вес, кг – 29",5000,original/dfd08f43-a4d7-4149-938c-0b8274036a26.jpg,128/128__dfd08f43-a4d7-4149-938c-0b8274036a26.jpg,432/432__dfd08f43-a4d7-4149-938c-0b8274036a26.jpg,true
183839,,,,4,2,ГУР УРАЛ 4320 (шпонка),4320Я2-3400022,"Механизм рулевой в сборе (УРАЛ)Артикул - 4320Я2-3400022Применяется для механизмов управления и управления рулевого в моделях УРАЛ-5557Вес , кг – 35.3","Механизм рулевой в сборе (УРАЛ)Артикул - 4320Я2-3400022Применяется для механизмов управления и управления рулевого в моделях УРАЛ-5557Вес , кг – 35.3",8250,original/IMG_20190621_124800.jpg,128/128__IMG_20190621_124800.jpg,432/432__IMG_20190621_124800.jpg,true
183840,,,,4,2,ГУР УРАЛ 4320/5557 (шлицы),375-3400022,"Механизм рулевой в сборе (УРАЛ)Артикул - 375-3400022-01Применение:Применяется для механизмов управления и управления рулевого в моделях УРАЛ-5557Вес, кг - 35.3","Механизм рулевой в сборе (УРАЛ)Артикул - 375-3400022-01Применение:Применяется для механизмов управления и управления рулевого в моделях УРАЛ-5557 	Вес, кг - 35.3",7650,original/IMG_20190313_145817-scaled.jpg,128/128__IMG_20190313_145817-scaled.jpg,432/432__IMG_20190313_145817-scaled.jpg,true
183841,,,,5,2,ГУР ПАЗ 3205                            ,64229-3400010-60,"Механизм рулевого управления с распределителем 64229-3400010-60 выполнен по полуинтегральному типу.Применение:Предназначен для установки в систему рулевого управления совместно с гаммой гидроцилиндров на автобусы ПАЗ-3205, ""Аврора"", автобусы ""КАВЗ"".Характеристики:Нагрузка на управляемую ось в зависимости от модификации силового цилиндра, кг. 3500...9000Направление винтовой канавки шарико-винтовой передачи - левоеМаксимально допускаемое эксплуатационное давление рабочей жидкости на входе в корпус распределителя, МПа - 10Эксплуатационная подача рабочей жидкости на входе в корпус распределителя, дм³/мин - 18...22Максимально допустимый крутящий момент на выходном валу, Н·м - 2945Передаточное отношение механизма - 23,55:1Полный угол поворота выходного вала, градус 96Гидравлический люфт, не более, градус - 6Масса, не более, кг - 30,5","Механизм рулевого управления с распределителем 64229-3400010-60 выполнен по полуинтегральному типу.Применение:Предназначен для установки в систему рулевого управления совместно с гаммой гидроцилиндров на автобусы ПАЗ-3205, ""Аврора"", автобусы ""КАВЗ"".Характеристики:Нагрузка на управляемую ось в зависимости от модификации силового цилиндра, кг. 3500...9000Направление винтовой канавки шарико-винтовой передачи - левоеМаксимально допускаемое эксплуатационное давление рабочей жидкости на входе в корпус распределителя, МПа - 10Эксплуатационная подача рабочей жидкости на входе в корпус распределителя, дм³/мин - 18...22Максимально допустимый крутящий момент на выходном валу, Н·м - 2945Передаточное отношение механизма - 23,55:1Полный угол поворота выходного вала, градус 96Гидравлический люфт, не более, градус - 6Масса, не более, кг - 30,5",10200,original/запчасть-на-фотосессии.jpg,128/128__запчасть-на-фотосессии.jpg,432/432__запчасть-на-фотосессии.jpg,true
183842,,,,1,2,ГУР RBL 6520 новый,C700-VW117-11 717-110,0,0,41500,0,0,0,true
183843,,,,1,2,ГУР RBL 6522 новый,C700-VW117-11 717-115,0,0,48500,0,0,0,true
183844,,,,1,2,ГУР RBL 65221 новый,C700-VW117-11 717-150,0,0,52000,0,0,0,true
183845,,,,1,2,ГУР RBL 6520 новый,C700-VW117-11 717-078,0,0,53500,0,0,0,true
183846,,,,1,2,ГУР ШНКФ453461.425-01,ШНКФ453461.425-01,0,0,56400,0,0,0,true
183877,,,,1,5,Кулиса без лома,15-1703204,"Кулиса КПП КамАЗ - 15Артикул: 15-1703204Опора коробки переключения передач (КПП) КАМАЗ с рычагом в сборе (ПАО КАМАЗ) Артикул - 15-1703204 Альтернативные описания - Опора КАМАЗ рычага переключения передач в сборе (ОАО КАМАЗ) Производитель: ПАО КАМАЗ Применяется для трансмиссии и коробки передач в моделях КАМАЗ-5320, КАМАЗ-53212, КАМАЗ-5410, КАМАЗ-54112, КАМАЗ-5511, КАМАЗ-55102, КАМАЗ-65115, 740.11-240 (Евро 1) , 740.13-260 (Евро 1) Ширина, м - 0.33 Высота, м - 0.245 Длина, м - 0.79 Вес, кг - 12.59",Кулиса КПП КамАЗ - 15Артикул: 15-1703204,4350,original/IMG_20190619_152549.jpg,128/128__IMG_20190619_152549.jpg,432/432__IMG_20190619_152549.jpg,true
183878,,,,1,5,Кулиса с ломом,14-1703204,0,0,3850,0,0,0,true
183847,,,,4,5,Диск сцепления ведомый ЯМЗ передний,238-1601130,"Применение:Двигатель ЯМЗ 236М2-1: Автомобили МАЗ-53371, -5551, -54331;Двигатель ЯМЗ 236М2-2: Компрессорные станции ПВ-10/8М1, НВ-10/8М2;Двигатель ЯМЗ 236М2-4: Автопоезда: УРАЛ-4320-10, УРАЛ-43202-10; шасси: УРАЛ-43203-10; самосвал: УРАЛ-5557-10; тягачи: УРАЛ-4420-10, УРАЛ-44202-10; лесовоз: УРАЛ-43204-10 и их модификации; Дрезины АГМС;ДвАртикул - 238-1601130Дополнительный артикул - 238-1601130-УАртикул аналога - 238-1601130-Б (передний)Диск сцепления ведомый универсальный. Диск собран на металлических заклепках, а не на болтах, что исключает подделку. Усиленный демпфер и закрытая конструкция пружин демпфера обеспечивает надежную работу и предохраняет от повреждения дорогостоящие детали муфты сцепления. Диск ТА 2381601130 показал себя с хорошей стороны, надежностью конструкции, подтвержденную многочисленными испытаниями, а также лабораторными испытаниями НГТУ, о чем свидетельствует сертификат качества.Диск имеет округлую форму. Диск сцепления ведомый входит в состав узла сцепления. Он непосредственно связан с ведущими колесами автомобиля. Располагается между маховиком и площадкой транспортного средства. Диск состоит из основания, шлицевой муфты, фрикционных накладок, демпферных пружин. Последние расположены вокруг муфты и служат цели гашения вибраций. Данный диск можно ставить и на место переднего и на место заднего. Усиленный демпфер и закрытая конструкция пружин демпфера обеспечивает надежную работу и предохраняет от повреждения дорогостоящие детали муфты сцепления.Применение:Применяется в двухдисковой муфте сцепления двигателей ЯМЗ-238, ЯМЗ-236 любого года выпуска. Диск ТА 238-1601130 устроен так, что его можно ставить и на место переднего и на место заднего.МАЗ-500АМАЗ-503АМАЗ-504АМАЗ-54328МАЗ-5433МАЗ-5335МАЗ-504ВМАЗ-5429МАЗ-5549ЛАЗ 5252ЯМЗ-236 МЯМЗ-236 ДК и ЯМЗ 238 АКЯМЗ-236 М2 и 238 М2ЯМЗ-236, -238, -238НБЯМЗ-238 МЯМЗ-238 АМЯМЗ-238 ГМЯМЗ-238 ИМЯМЗ-238 НДЯМЗ-238 НЯМЗ-238 ЛЯМЗ-238 ПМ и 238 ФМЯМЗ-236, -238, -238НБХарактеристики:Наружный диаметр: 400 ммРазмеры шлиц: 34*42*6 ммВысота ступицы: 40 ммВес, кг - 6,8","Применение:Двигатель ЯМЗ 236М2-1: Автомобили МАЗ-53371, -5551, -54331;Двигатель ЯМЗ 236М2-2: Компрессорные станции ПВ-10/8М1, НВ-10/8М2;Двигатель ЯМЗ 236М2-4: Автопоезда: УРАЛ-4320-10, УРАЛ-43202-10; шасси: УРАЛ-43203-10; самосвал: УРАЛ-5557-10; тягачи: УРАЛ-4420-10, УРАЛ-44202-10; лесовоз: УРАЛ-43204-10 и их модификации; Дрезины АГМС;Двигатель ЯМЗ 236М2-28: Экскаватор ЭО-5119; Дорожные катки ДУ-84, -85, -85-1, -101;Двигатель ЯМЗ 236М2-39: Автомобили УРАЛ-43206;Двигатель ЯМЗ 236А-1, -4: Автомобили ЗИЛ-452632, -534332;Двигатель ЯМЗ 236Г-1: Экскаваторы ЭО-33211; Дорожные катки ДУ-84, -85, -85-1, -101;Двигатель ЯМЗ 236Г-4: Автогрейдеры ДЗ-122Б;Двигатель ЯМЗ 238М2-2: Путеремонтные машины Р-2000, ВПР-1250, ВПРС-500; Моторные платформы МПД-2, железнодорожные краны КЖС-16, КЖ-462, -562, КЖ-661, автомотрисы АГД-1А, АС-5, АРВ-1;Двигатель ЯМЗ 238М2-4: Автомобили КрАЗ-6510, -65101-40, -6444;Двигатель ЯМЗ 238М2-5: Автомобили МАЗ-53366, -54329, -543400, -55513, -63038;Двигатель ЯМЗ 238М2-6: Автомобили УРАЛ-432007-31;Двигатель ЯМЗ 238М2-10: Шнекороторные снегоочистители ДЭ-210Б-1М (-3М)Двигатель ЯМЗ 238М2-32: Автомобили УРАЛ-4320-31 (бродоходимость 1,7 м);Двигатель ЯМЗ 238М2-38: Автомобили УРАЛ-4320, -43202-31, -4320-0911, -432009, -432009-31, -55571, -44202 (бродоходимость 1,7 м);Двигатель ЯМЗ 238М2-40: Автомобили УРАЛ-4320-31;Двигатель ЯМЗ 238АМ2-1: Скрепер МоАЗ-6014, одноосный тягач МоАЗ-6442, самоходный каток МоАЗ-6442-9890;Двигатель ЯМЗ 238ГМ2: Экскаваторы ЭО-5124А, ЭО-5126, ЭО-5221, экскаватор ЭО-5126, экскаватор ЭО-5116, бурильная машина БМ-2501; Катер КС-100; Валочно-пакетирующая машина ЛП-19Б, экскаваторы;Двигатель ЯМЗ 238Б-23: Автомобиль УРАЛ-532301, УРАЛ-532301 (бродоходимость 1,2 м);Двигатель ЯМЗ 238Б-28: Автомобиль УРАЛ-532301, УРАЛ-532301, -532361, -542301 (бродоходимость 1,2 м);Двигатель ЯМЗ 238Д: Шасси МЗКТ-692378, -65168.",1900,original/IMG_20190313_130637-scaled.jpg,128/128__IMG_20190313_130637-scaled.jpg,432/432__IMG_20190313_130637-scaled.jpg,true
